Date;VES1;VES2
08.04.2019 03:00;-3,183839844;-3,439983398
08.04.2019 03:10;-3,180751953;-3,436596436
08.04.2019 03:20;-3,188197266;-3,446407471
08.04.2019 03:30;-3,179834229;-3,439048096
08.04.2019 03:40;-3,651222412;-3,807820068
08.04.2019 03:50;0,454791931;-3,450190918
08.04.2019 04:00;0,374308411;-3,672185303
08.04.2019 04:10;-3,499085449;-3,683127686
08.04.2019 04:20;-3,737693848;-3,505056152
08.04.2019 04:30;9,158504883;8,838584961
08.04.2019 04:40;33,97496094;26,85590625
08.04.2019 04:50;2,588580078;0,230853546
08.04.2019 05:00;-2,537234375;-3,193849365
08.04.2019 05:10;-1,802479858;-1,549445435
08.04.2019 05:20;7,224280762;7,789875977
08.04.2019 05:30;20,15899609;18,70031836
08.04.2019 05:40;16,49595117;12,27913574
08.04.2019 05:50;11,17887109;10,60093848
08.04.2019 06:00;13,28061914;11,9722959
08.04.2019 06:10;13,39912109;9,937046875
08.04.2019 06:20;8,195147461;7,626690918
08.04.2019 06:30;3,70526709;4,083860596
08.04.2019 06:40;1,452705933;2,703360596
08.04.2019 06:50;166,1885938;180,5450625
08.04.2019 07:00;182,9064688;144,6202813
08.04.2019 07:10;243,36875;120,7252734
08.04.2019 07:20;59,12240625;128,1739688
08.04.2019 07:30;60,46593359;57,81159375
08.04.2019 07:40;114,7379297;91,58329688
08.04.2019 07:50;128,2037578;140,9187969
08.04.2019 08:00;101,9660781;61,54845703
08.04.2019 08:10;75,81861719;49,63219531
08.04.2019 08:20;73,41892188;74,83200781
08.04.2019 08:30;77,83107813;37,14416797
08.04.2019 08:40;52,71049219;27,61154102
08.04.2019 08:50;56,18378516;110,2981797
08.04.2019 09:00;212,3248438;270,7990938
08.04.2019 09:10;465,439;418,4395938
08.04.2019 09:20;386,1453125;378,4284375
08.04.2019 09:30;391,0829375;369,8469063
08.04.2019 09:40;508,4506563;411,3620625
08.04.2019 09:50;371,37;322,0384688
08.04.2019 10:00;391,1185938;378,010375
08.04.2019 10:10;375,1004688;449,5315938
08.04.2019 10:20;446,2247813;467,210125
08.04.2019 10:30;343,6058125;359,9763438
08.04.2019 10:40;434,8413438;366,9155625
08.04.2019 10:50;488,6425313;381,1323438
08.04.2019 11:00;428,726875;558,7494375
08.04.2019 11:10;361,9855;388,258625
08.04.2019 11:20;278,3975;261,3295625
08.04.2019 11:30;300,3430313;333,7915938
08.04.2019 11:40;272,09725;265,1632188
08.04.2019 11:50;245,2197656;294,6649375
08.04.2019 12:00;241,7929219;283,9126563
08.04.2019 12:10;241,3374375;290,04075
08.04.2019 12:20;286,499125;256,4271563
08.04.2019 12:30;228,8446875;226,8353438
08.04.2019 12:40;426,7900938;403,7795313
08.04.2019 12:50;626,1631875;533,917625
08.04.2019 13:00;409,630375;506,7545313
08.04.2019 13:10;319,7464375;292,3608125
08.04.2019 13:20;273,4397188;275,0044688
08.04.2019 13:30;332,3867188;407,408625
08.04.2019 13:40;363,6501563;339,3952188
08.04.2019 13:50;404,8687188;389,3093125
08.04.2019 14:00;506,8408125;565,3265
08.04.2019 14:10;374,49125;373,544
08.04.2019 14:20;261,7865;226,9725
08.04.2019 14:30;258,761625;256,8812344
08.04.2019 14:40;231,7907813;261,2745
08.04.2019 14:50;177,2987188;196,6852813
08.04.2019 15:00;200,5135625;158,7372969
08.04.2019 15:10;94,13997656;107,9627578
08.04.2019 15:20;238,9857656;156,8841719
08.04.2019 15:30;210,4828438;184,2098438
08.04.2019 15:40;148,9692031;131,8950313
08.04.2019 15:50;251,4504688;170,9729063
08.04.2019 16:00;421,7792813;351,3566875
08.04.2019 16:10;371,3365;323,9348438
08.04.2019 16:20;402,5460625;375,3635
08.04.2019 16:30;485,7939375;424,8814375
08.04.2019 16:40;532,91225;424,3376875
08.04.2019 16:50;620,413625;579,5314375
08.04.2019 17:00;632,2358125;534,819875
08.04.2019 17:10;633,0559375;506,8291563
08.04.2019 17:20;588,13625;382,9679375
08.04.2019 17:30;495,8895;465,5468125
08.04.2019 17:40;628,60475;607,7134375
08.04.2019 17:50;613,1225625;548,2461875
08.04.2019 18:00;558,7961875;421,9733125
08.04.2019 18:10;528,795625;369,6084688
08.04.2019 18:20;441,7807188;288,5121563
08.04.2019 18:30;503,0683125;514,3219375
08.04.2019 18:40;570,065125;447,2359688
08.04.2019 18:50;515,163375;493,6160625
08.04.2019 19:00;534,8481875;508,5844688
08.04.2019 19:10;665,797625;348,2528438
08.04.2019 19:20;506,3609063;409,666875
08.04.2019 19:30;507,094375;532,6938125
08.04.2019 19:40;595,734625;774,3393125
08.04.2019 19:50;624,2729375;746,5883125
08.04.2019 20:00;267,0104375;391,7051875
08.04.2019 20:10;197,9043125;393,249
08.04.2019 20:20;279,0172188;382,626125
08.04.2019 20:30;549,276125;449,9469375
08.04.2019 20:40;538,73975;322,4934688
08.04.2019 20:50;632,4830625;426,3064688
08.04.2019 21:00;798,401;532,717125
08.04.2019 21:10;561,5229375;496,8861563
08.04.2019 21:20;619,4383125;685,36625
08.04.2019 21:30;854,786375;784,332875
08.04.2019 21:40;774,5649375;821,1076875
08.04.2019 21:50;923,0946875;712,7343125
08.04.2019 22:00;811,494125;867,158
08.04.2019 22:10;856,8811875;699,466
08.04.2019 22:20;718,713875;544,1631875
08.04.2019 22:30;497,6794375;465,476125
08.04.2019 22:40;327,3713125;298,853625
08.04.2019 22:50;641,249;218,0128906
08.04.2019 23:00;490,0185;703,3025
08.04.2019 23:10;474,277;604,7815625
08.04.2019 23:20;377,8985313;290,6913438
08.04.2019 23:30;257,5339063;371,2762188
08.04.2019 23:40;271,06025;251,1981406
08.04.2019 23:50;293,1988125;213,1978594
09.04.2019 00:00;445,4432813;439,1288438
09.04.2019 00:10;451,7592188;284,4214063
09.04.2019 00:20;286,0309375;243,8182031
09.04.2019 00:30;330,282625;290,0985313
09.04.2019 00:40;196,4372656;246,991875
09.04.2019 00:50;163,20825;178,5361719
09.04.2019 01:00;272,6994063;215,9905156
09.04.2019 01:10;353,851;304,626125
09.04.2019 01:20;245,4331406;223,6491875
09.04.2019 01:30;456,5424375;281,84125
09.04.2019 01:40;407,8759688;378,076375
09.04.2019 01:50;241,1975;201,2501563
09.04.2019 02:00;272,36375;328,8487813
09.04.2019 02:10;257,601;287,5240313
09.04.2019 02:20;262,9377813;257,7694531
09.04.2019 02:30;171,8088125;130,9304219
09.04.2019 02:40;304,5245;281,4398125
09.04.2019 02:50;159,4885469;231,3396094
09.04.2019 03:00;237,8045469;223,0434688
09.04.2019 03:10;94,3350625;149,4038281
09.04.2019 03:20;203,3977031;195,2608438
09.04.2019 03:30;269,826625;268,0079688
09.04.2019 03:40;257,4778594;267,0634375
09.04.2019 03:50;156,4970156;210,5129844
09.04.2019 04:00;258,1900313;276,09975
09.04.2019 04:10;235,8889531;203,567375
09.04.2019 04:20;95,84586719;119,093875
09.04.2019 04:30;122,7202266;114,4866094
09.04.2019 04:40;122,1243438;114,8973047
09.04.2019 04:50;141,1286094;132,5939844
09.04.2019 05:00;154,7960469;98,52330469
09.04.2019 05:10;131,1629688;77,28889844
09.04.2019 05:20;80,73182813;53,33750391
09.04.2019 05:30;116,8706484;78,01039844
09.04.2019 05:40;101,8373906;44,71358984
09.04.2019 05:50;61,28566016;51,95289453
09.04.2019 06:00;97,504;56,59036719
09.04.2019 06:10;101,7294609;46,92257422
09.04.2019 06:20;71,91183594;34,52979688
09.04.2019 06:30;55,05375;56,73802344
09.04.2019 06:40;98,01344531;67,17403906
09.04.2019 06:50;90,23285938;65,60560938
09.04.2019 07:00;106,0323516;76,07157813
09.04.2019 07:10;99,95165625;73,49478125
09.04.2019 07:20;90,79649219;51,70407422
09.04.2019 07:30;89,10289844;60,04698047
09.04.2019 07:40;67,51398438;59,29046484
09.04.2019 07:50;79,71132813;40,50414844
09.04.2019 08:00;85,87860156;85,43333594
09.04.2019 08:10;153,9453125;88,88316406
09.04.2019 08:20;223,0136719;149,6965469
09.04.2019 08:30;128,6807969;111,9541328
09.04.2019 08:40;53,46672266;120,7727734
09.04.2019 08:50;111,7833281;110,7479688
09.04.2019 09:00;202,5288125;203,9609375
09.04.2019 09:10;388,8486875;330,9046563
09.04.2019 09:20;300,4599063;251,1678281
09.04.2019 09:30;250,9265156;137,3260625
09.04.2019 09:40;173,9542344;153,398875
09.04.2019 09:50;167,3114844;114,8225391
09.04.2019 10:00;232,595625;266,6536875
09.04.2019 10:10;172,5439688;110,8867031
09.04.2019 10:20;69,35298438;49,35997266
09.04.2019 10:30;145,5272031;202,0909688
09.04.2019 10:40;252,5909063;257,0988594
09.04.2019 10:50;112,6092656;161,5425781
09.04.2019 11:00;236,7403594;221,221875
09.04.2019 11:10;269,5234063;229,3394063
09.04.2019 11:20;261,02625;382,1816875
09.04.2019 11:30;325,47575;296,469625
09.04.2019 11:40;215,752625;277,4374688
09.04.2019 11:50;301,9769688;191,5926406
09.04.2019 12:00;210,837375;253,385375
09.04.2019 12:10;206,4805313;253,7964219
09.04.2019 12:20;187,3201094;163,6001719
09.04.2019 12:30;221,7877031;305,9468125
09.04.2019 12:40;301,6485938;245,1359844
09.04.2019 12:50;426,6355938;273,8575938
09.04.2019 13:00;294,6127188;241,1192656
09.04.2019 13:10;481,7563125;410,901375
09.04.2019 13:20;469,0195938;460,780125
09.04.2019 13:30;426,8303438;411,6063438
09.04.2019 13:40;254,2970625;275,2170625
09.04.2019 13:50;397,389375;371,608125
09.04.2019 14:00;308,4274063;316,9046875
09.04.2019 14:10;394,6899375;342,6733438
09.04.2019 14:20;376,6629688;363,6714375
09.04.2019 14:30;143,9630469;184,6648281
09.04.2019 14:40;148,3056875;126,6995625
09.04.2019 14:50;247,0485938;181,3013281
09.04.2019 15:00;440,6415625;395,4699375
09.04.2019 15:10;316,3559688;314,2025
09.04.2019 15:20;214,879875;213,9504844
09.04.2019 15:30;294,0850938;259,4163594
09.04.2019 15:40;376,8113125;315,761
09.04.2019 15:50;387,66925;371,4065
09.04.2019 16:00;377,549375;326,9097813
09.04.2019 16:10;274,7490938;312,9719688
09.04.2019 16:20;505,66975;325,0295313
09.04.2019 16:30;383,6403438;407,50075
09.04.2019 16:40;372,2879688;297,4364688
09.04.2019 16:50;308,4570625;272,2271875
09.04.2019 17:00;345,2579375;263,8548125
09.04.2019 17:10;307,353125;303,7858125
09.04.2019 17:20;321,2576875;336,0604063
